title,type,year,duration,rating,genres,descriptors,tubi_url,torrent_found,seed_status,max_seeders,total_results
Atlas en la tierra de los cíclopes (Doblado),movie,1961,1h 40m,TV-PG,"Action, Adventure, Fantasy, Foreign/International",,https://tubitv.com/movies/616416/atlas-en-la-tierra-de-los-c-clopes-doblado,False,not_found,0,0
Los peligros de Paulina (Doblado),movie,1947,1h 33m,TV-PG,"Comedy, Drama, Foreign/International",,https://tubitv.com/movies/100026004/los-peligros-de-paulina-doblado,False,not_found,0,0
Amantes de ultratumba (Doblado),movie,1965,1h 45m,TV-MA,Horror,,https://tubitv.com/movies/100010095/amantes-de-ultratumba-doblado,False,not_found,0,0
El padre es abuelo (Doblado),movie,1951,1h 25m,TV-PG,"Comedy, Romance, Drama",,https://tubitv.com/movies/100010093/el-padre-es-abuelo-doblado,False,not_found,0,0
Hercules encadenado (Doblado),movie,1959,1h 34m,TV-PG,"Adventure, Action, Fantasy, Foreign/International",,https://tubitv.com/movies/688622/hercules-encadenado-doblado,False,not_found,0,0
Gilligan's Island,series,1967,,TV-G,"Comedy, Adventure, Kids & Family",,https://tubitv.com/series/300000124/gilligan-s-island,True,healthy,13,47
The Flintstones,series,1960,,TV-G,"Kids & Family, Animation, Comedy",,https://tubitv.com/series/300006856/the-flintstones,True,healthy,65,151
The Avenger,movie,1962,1h 40m,TV-PG,"Adventure, Drama",,https://tubitv.com/movies/681343/the-avenger,True,healthy,2121,186
Hercules Conquers Atlantis,movie,1961,1h 41m,TV-14,"Action, Adventure",,https://tubitv.com/movies/613757/hercules-conquers-atlantis,False,not_found,0,0
The Giant of Marathon,movie,1959,1h 28m,TV-14,"War, Action, Adventure, Drama",,https://tubitv.com/movies/611471/the-giant-of-marathon,True,low_seed,0,3
Bombsight Stolen,movie,1941,1h 30m,TV-PG,"War, Thriller",,https://tubitv.com/movies/100010018/bombsight-stolen,True,healthy,93,7
Goliath and the Dragon (Vengeance of Hercules),movie,1960,1h 24m,G,"Action, Adventure, Drama",,https://tubitv.com/movies/614634/goliath-and-the-dragon-vengeance-of-hercules,False,not_found,0,0
The Adventures of Tartu,movie,1943,1h 48m,TV-14,"Drama, Thriller, War",,https://tubitv.com/movies/100011583/the-adventures-of-tartu,True,healthy,8,2
High Lonesome,movie,1950,1h 24m,TV-PG,"Western, Crime, Mystery",,https://tubitv.com/movies/607423/high-lonesome,True,healthy,23,32
Seven Brides For Seven Brothers,movie,1954,1h 42m,G,"Western, Comedy, Romance, Musicals",,https://tubitv.com/movies/100019810/seven-brides-for-seven-brothers,True,healthy,130,57
Hercules and the Tyrants of Babylon,movie,1964,1h 36m,TV-14,"Action, Adventure, Fantasy, Foreign/International",,https://tubitv.com/movies/688135/hercules-and-the-tyrants-of-babylon,True,low_seed,0,1
El libro de la selva (Doblado),movie,1942,1h 46m,TV-PG,"Action, Adventure, Kids & Family",,https://tubitv.com/movies/723259/el-libro-de-la-selva-doblado,False,not_found,0,0
They Were Expendable,movie,1945,2h 15m,TV-PG,"Drama, War",,https://tubitv.com/movies/100055400/they-were-expendable,True,healthy,29,38
Operation Pacific,movie,1951,1h 50m,TV-14,"Drama, Romance, War",,https://tubitv.com/movies/100055390/operation-pacific,True,healthy,16,31
North By Northwest,movie,1959,2h 17m,TV-PG,"Action, Adventure, Mystery, Thriller",,https://tubitv.com/movies/100012522/north-by-northwest,True,healthy,344,103
Hercules,movie,1958,1h 38m,G,"Action, Adventure, Fantasy",,https://tubitv.com/movies/599223/hercules,True,healthy,337,185
Them!,movie,1954,1h 33m,TV-PG,"Horror, Sci-Fi",,https://tubitv.com/movies/100028504/them,True,healthy,145,217
A Fistful of Dollars,movie,1966,1h 41m,R,Western,,https://tubitv.com/movies/375600/a-fistful-of-dollars,True,healthy,286,126
Bullitt,movie,1968,1h 54m,PG,"Action, Crime, Thriller",,https://tubitv.com/movies/100012203/bullitt,True,healthy,105,158
They Call Me Trinity,movie,1970,1h 56m,G,"Western, Comedy",,https://tubitv.com/movies/646736/they-call-me-trinity,True,healthy,72,70
For a Few Dollars More,movie,1967,2h 12m,R,"Western, Action, Drama",,https://tubitv.com/movies/643079/for-a-few-dollars-more,True,healthy,261,125
The Graduate,movie,1967,1h 46m,PG,"Drama, Comedy, Romance",,https://tubitv.com/movies/642249/the-graduate,True,healthy,372,158
Tom and Jerry: Chuck Jones Collection,series,1965,,TV-PG,"Kids & Family, Adventure, Animation, Comedy",,https://tubitv.com/series/300000611/tom-and-jerry-chuck-jones-collection,True,low_seed,3,3
The Music Man,movie,1962,2h 32m,G,"Musicals, Comedy, Romance, Kids & Family",,https://tubitv.com/movies/100012574/the-music-man,True,healthy,148,116
Barabbas,movie,1962,2h 18m,TV-14,Drama,,https://tubitv.com/movies/674367/barabbas,True,healthy,395,87
Solomon and Sheba,movie,1959,2h 22m,TV-PG,"Adventure, Drama, Romance",,https://tubitv.com/movies/302254/solomon-and-sheba,True,healthy,448,41
Meet Me in St. Louis,movie,1944,1h 53m,TV-PG,"Drama, Comedy, Holiday, Musicals",,https://tubitv.com/movies/100028499/meet-me-in-st-louis,True,healthy,103,45
Quo Vadis,movie,1951,2h 55m,TV-PG,"Drama, Romance",,https://tubitv.com/movies/100021231/quo-vadis,True,healthy,98,134
Sergeant York,movie,1941,2h 15m,TV-PG,"Drama, War",,https://tubitv.com/movies/100012551/sergeant-york,True,healthy,45,38
Guess Who's Coming to Dinner,movie,1967,1h 49m,TV-14,"Drama, Comedy",,https://tubitv.com/movies/100022158/guess-who-s-coming-to-dinner,True,healthy,51,53
The Great Escape,movie,1963,2h 53m,TV-PG,"Action, Thriller, Drama",,https://tubitv.com/movies/593678/the-great-escape,True,healthy,247,159
The Philadelphia Story,movie,1940,1h 53m,TV-14,"Comedy, Romance",,https://tubitv.com/movies/100012699/the-philadelphia-story,True,healthy,112,53
My Name Is Nobody,movie,1973,1h 57m,PG,"Foreign/International, Western, Comedy",,https://tubitv.com/movies/488455/my-name-is-nobody,True,healthy,95,80
Rescue From Gilligan's Island,movie,1978,1h 36m,TV-PG,Comedy,,https://tubitv.com/movies/100028861/rescue-from-gilligan-s-island,True,healthy,13,7
The Alamo,movie,1960,2h 42m,TV-PG,"Western, Action, Drama",,https://tubitv.com/movies/302681/the-alamo,True,healthy,80,158
The Magnificent Seven,movie,1960,2h 9m,TV-PG,"Western, Action",,https://tubitv.com/movies/375599/the-magnificent-seven,True,healthy,291,159
McLintock!,movie,1963,2h 11m,TV-PG,Western,,https://tubitv.com/movies/601252/mclintock,True,healthy,12,37
Support Your Local Sheriff!,movie,1969,1h 33m,G,"Comedy, Western",,https://tubitv.com/movies/100014247/support-your-local-sheriff,True,healthy,19,17
The Big Country,movie,1958,2h 47m,TV-PG,Western,,https://tubitv.com/movies/100010923/the-big-country,True,healthy,135,135
The Apartment,movie,1960,2h 6m,TV-14,"Comedy, Romance, Drama",,https://tubitv.com/movies/312409/the-apartment,True,healthy,211,169
"The Long, Long Trailer",movie,1954,1h 36m,TV-PG,"Comedy, Romance",,https://tubitv.com/movies/100019816/the-long-long-trailer,True,healthy,44,23
The Thing From Another World,movie,1951,1h 27m,TV-PG,"Sci-Fi, Horror",,https://tubitv.com/movies/100001605/the-thing-from-another-world,True,healthy,75,56
The Adventures Of Robin Hood,movie,1938,1h 42m,PG,"Action, Adventure",,https://tubitv.com/movies/100012238/the-adventures-of-robin-hood,True,healthy,370,92
Seven Samurai,movie,1954,3h 28m,TV-14,"Action, Drama, Foreign/International",,https://tubitv.com/movies/100051686/seven-samurai,True,healthy,192,122
Jason and the Argonauts,movie,1963,1h 44m,G,"Adventure, Action, Fantasy",,https://tubitv.com/movies/674726/jason-and-the-argonauts,True,healthy,559,86
Some Like It Hot,movie,1959,2h 2m,G,"Comedy, Musicals, Romance",,https://tubitv.com/movies/300511/some-like-it-hot,True,healthy,160,153
Trinity Is Still My Name,movie,1971,1h 58m,G,"Comedy, Western",,https://tubitv.com/movies/646737/trinity-is-still-my-name,True,healthy,24,36
Hazel,series,1961,,TV-G,"Comedy, Kids & Family",,https://tubitv.com/series/300017682/hazel,True,healthy,298,143
What Ever Happened to Baby Jane?,movie,1962,2h 14m,TV-PG,"Drama, Horror, Thriller",,https://tubitv.com/movies/100028549/what-ever-happened-to-baby-jane,True,healthy,100,60
West Side Story,movie,1961,2h 34m,TV-PG,"Drama, Musicals, Romance",,https://tubitv.com/movies/643081/west-side-story,True,healthy,138,154
In the Heat of the Night,movie,1967,1h 51m,TV-MA,"Drama, Crime, Mystery",,https://tubitv.com/movies/689652/in-the-heat-of-the-night,True,healthy,40,152
"Yours, Mine and Ours",movie,1968,1h 52m,TV-PG,"Kids & Family, Comedy",,https://tubitv.com/movies/302753/yours-mine-and-ours,True,healthy,24,72
The Three Stooges + Comedy Gold Standard,series,2000,,TV-PG,Comedy,,https://tubitv.com/series/300001122/the-three-stooges-comedy-gold-standard,False,not_found,0,0
El Libro de Piedra,movie,1969,1h 40m,TV-MA,"Horror, Mystery, Fantasy, Foreign/International",,https://tubitv.com/movies/100039255/el-libro-de-piedra,True,low_seed,2,5
Mr. Smith Goes to Washington,movie,1939,2h 11m,TV-G,Drama,,https://tubitv.com/movies/100039102/mr-smith-goes-to-washington,True,healthy,140,47
The Nun's Story,movie,1959,2h 32m,TV-PG,Drama,,https://tubitv.com/movies/100028859/the-nun-s-story,True,healthy,94,30
Gidget (1959),movie,1959,1h 36m,TV-G,"Comedy, Drama, Romance",,https://tubitv.com/movies/658541/gidget-1959,True,healthy,99,14
A Shot In The Dark,movie,1964,1h 43m,PG,Comedy,,https://tubitv.com/movies/302248/a-shot-in-the-dark,True,healthy,251,153
"Bell, Book and Candle",movie,1958,1h 43m,TV-PG,"Comedy, Romance, Fantasy",,https://tubitv.com/movies/100007674/bell-book-and-candle,True,healthy,58,30
The Vampire Lovers,movie,1970,1h 32m,R,Horror,,https://tubitv.com/movies/100005362/the-vampire-lovers,True,healthy,75,36
The Trouble with Angels,movie,1966,1h 52m,PG,Comedy,,https://tubitv.com/movies/100008108/the-trouble-with-angels,True,healthy,67,36
Albuquerque,movie,1948,1h 30m,TV-PG,"Western, Drama",,https://tubitv.com/movies/100046574/albuquerque,True,healthy,34,148
The Gallant Hours,movie,1960,1h 57m,TV-PG,"War, Drama, Adventure",,https://tubitv.com/movies/307480/the-gallant-hours,True,healthy,143,22
Exodus,movie,1960,3h 28m,TV-14,"Action, Drama, War",,https://tubitv.com/movies/334153/exodus,True,healthy,2052,160
Gun the Man Down,movie,1956,1h 17m,TV-PG,Western,,https://tubitv.com/movies/100006657/gun-the-man-down,True,healthy,25,10
Wagon Train,series,1963,,TV-PG,Western,,https://tubitv.com/series/300009167/wagon-train,True,healthy,23,150
Battle of Britain,movie,1969,2h 12m,G,"Action, Drama, War",,https://tubitv.com/movies/310122/battle-of-britain,True,healthy,246,156
A Face in the Crowd,movie,1957,2h 6m,TV-14,"Drama, Music",,https://tubitv.com/movies/100019798/a-face-in-the-crowd,True,healthy,58,49
Life With Father,movie,1947,1h 58m,TV-PG,"Comedy, Drama",,https://tubitv.com/movies/601136/life-with-father,True,healthy,71,29
Shadows Over Chinatown,movie,1946,1h 5m,TV-PG,"Drama, Mystery",,https://tubitv.com/movies/100023703/shadows-over-chinatown,True,healthy,15,4
"Run Silent, Run Deep",movie,1958,1h 34m,G,"War, Drama, Action",,https://tubitv.com/movies/306946/run-silent-run-deep,True,healthy,117,82
The Ten Commandments,movie,1923,2h 17m,TV-PG,"Drama, Fantasy",,https://tubitv.com/movies/499726/the-ten-commandments,True,healthy,246,133
Man of the West,movie,1958,1h 40m,TV-PG,"Western, Drama, Romance",,https://tubitv.com/movies/301924/man-of-the-west,True,healthy,87,63
The Great Race,movie,1965,2h 33m,TV-PG,"Comedy, Adventure",,https://tubitv.com/movies/100012219/the-great-race,True,healthy,94,159
It Happened to Jane,movie,1959,1h 38m,TV-PG,Comedy,,https://tubitv.com/movies/100004704/it-happened-to-jane,True,healthy,54,20
The Thomas Crown Affair (1968),movie,1968,1h 43m,R,Drama,,https://tubitv.com/movies/670922/the-thomas-crown-affair-1968,True,healthy,79,54
Zulu,movie,1964,2h 19m,TV-14,"Drama, War",,https://tubitv.com/movies/698087/zulu,True,healthy,712,160
Harriet Craig,movie,1950,1h 35m,TV-PG,Drama,,https://tubitv.com/movies/100005606/harriet-craig,True,healthy,11,6
Charade,movie,1963,1h 54m,TV-PG,"Comedy, Mystery, Romance",,https://tubitv.com/movies/682992/charade,True,healthy,521,134
Oliver!,movie,1968,2h 26m,G,"Drama, Music",,https://tubitv.com/movies/100046897/oliver,True,healthy,675,119
The Third Man,movie,1949,1h 45m,TV-14,"Thriller, Drama, Mystery",,https://tubitv.com/movies/465493/the-third-man,True,healthy,222,135
Anzio,movie,1968,1h 58m,PG-13,"War, Drama",,https://tubitv.com/movies/100005556/anzio,True,healthy,31,65
The White Buffalo,movie,1977,1h 38m,PG,Western,,https://tubitv.com/movies/303020/the-white-buffalo,True,healthy,50,79
A Streetcar Named Desire,movie,1951,2h 5m,PG,Drama,,https://tubitv.com/movies/100012530/a-streetcar-named-desire,True,healthy,112,89
Stand by for Action,movie,1942,1h 49m,TV-PG,"War, Drama",,https://tubitv.com/movies/100055424/stand-by-for-action,True,healthy,33,9
Animal Farm,movie,1954,1h 14m,TV-PG,"Animation, Drama",,https://tubitv.com/movies/506707/animal-farm,True,healthy,303,124
The Seven Year Itch,movie,1955,1h 45m,TV-PG,Comedy,,https://tubitv.com/movies/100006011/the-seven-year-itch,True,healthy,124,79
The Wackiest Ship in the Army,movie,1961,1h 40m,TV-14,"Comedy, Drama, War",,https://tubitv.com/movies/695618/the-wackiest-ship-in-the-army,True,healthy,114,29
The Children's Hour,movie,1962,1h 49m,TV-14,Drama,,https://tubitv.com/movies/302148/the-children-s-hour,True,healthy,276,22
Gidget Goes Hawaiian,movie,1961,1h 42m,TV-G,"Comedy, Romance, Music",,https://tubitv.com/movies/658543/gidget-goes-hawaiian,True,healthy,33,7
Support Your Local Gunfighter,movie,1971,1h 33m,G,"Comedy, Western",,https://tubitv.com/movies/304809/support-your-local-gunfighter,True,healthy,36,47
The Best Years of Our Lives,movie,1946,2h 51m,TV-PG,"Drama, Romance, War",,https://tubitv.com/movies/100048414/the-best-years-of-our-lives,True,healthy,89,55
It Happened One Night,movie,1934,1h 46m,TV-14,"Comedy, Romance",,https://tubitv.com/movies/691829/it-happened-one-night,True,healthy,639,143
The Hound of the Baskervilles,movie,1939,1h 20m,TV-PG,"Mystery, Horror, Thriller",,https://tubitv.com/movies/559765/the-hound-of-the-baskervilles,True,healthy,67,129
Witness For The Prosecution (1958),movie,1958,1h 57m,TV-14,"Crime, Drama, Mystery",,https://tubitv.com/movies/305031/witness-for-the-prosecution-1958,True,low_seed,0,1
The Battle of Algiers,movie,1966,2h 2m,TV-14,"Drama, War, Independent, Foreign/International",,https://tubitv.com/movies/100046728/the-battle-of-algiers,True,healthy,101,62
It Came From Beneath the Sea,movie,1955,1h 20m,TV-PG,"Horror, Sci-Fi",,https://tubitv.com/movies/100007478/it-came-from-beneath-the-sea,True,healthy,131,37
Alexander The Great,movie,1956,2h 16m,TV-14,"Drama, Documentary, War",,https://tubitv.com/movies/306919/alexander-the-great,True,healthy,253,154
Strangers on a Train,movie,1951,1h 41m,PG,"Thriller, Crime, Drama",,https://tubitv.com/movies/100012529/strangers-on-a-train,True,healthy,84,103
Please Don't Eat the Daisies,movie,1960,1h 51m,TV-PG,"Comedy, Musicals, Romance",,https://tubitv.com/movies/100021218/please-don-t-eat-the-daisies,True,healthy,15,9
The Taking of Pelham One Two Three,movie,1974,1h 45m,R,"Action, Crime, Thriller",,https://tubitv.com/movies/303184/the-taking-of-pelham-one-two-three,True,healthy,131,68
The Seventh Seal,movie,1957,1h 38m,TV-14,"Drama, Fantasy, Foreign/International",,https://tubitv.com/movies/100051693/the-seventh-seal,True,healthy,161,88
The Lion in Winter,movie,1968,2h 15m,PG,Drama,,https://tubitv.com/movies/100038978/the-lion-in-winter,True,healthy,380,74
The Postman Always Rings Twice,movie,1946,1h 53m,TV-PG,"Drama, Crime",,https://tubitv.com/movies/100012550/the-postman-always-rings-twice,True,healthy,352,79
Lawman,movie,1971,1h 39m,R,"Western, Action",,https://tubitv.com/movies/302696/lawman,True,healthy,220,158
Thirty Seconds Over Tokyo,movie,1944,2h 19m,TV-PG,"Drama, War",,https://tubitv.com/movies/100021239/thirty-seconds-over-tokyo,True,healthy,33,35
Death Valley Days,series,1970,,TV-PG,"Western, Drama",,https://tubitv.com/series/300002287/death-valley-days,True,healthy,21,150
The Little Foxes,movie,1941,1h 56m,TV-PG,"Drama, Romance",,https://tubitv.com/movies/100048415/the-little-foxes,True,healthy,61,31
Cast a Giant Shadow,movie,1966,2h 19m,TV-14,"Action, Drama",,https://tubitv.com/movies/100010928/cast-a-giant-shadow,True,healthy,15,30
Viva Las Vegas!,movie,1964,1h 25m,TV-PG,"Musicals, Comedy, Romance",,https://tubitv.com/movies/100012552/viva-las-vegas,True,healthy,12,74
South Pacific,movie,1958,2h 38m,TV-PG,"Drama, Musicals, Romance",,https://tubitv.com/movies/100010969/south-pacific,True,healthy,163,130
The Night Of The Hunter,movie,1955,1h 33m,TV-14,"Drama, Crime, Thriller",,https://tubitv.com/movies/302723/the-night-of-the-hunter,True,healthy,91,90
Clambake,movie,1967,1h 40m,TV-PG,"Comedy, Musicals",,https://tubitv.com/movies/310125/clambake,True,healthy,101,78
The Wrecking Crew,movie,1969,1h 46m,R,"Comedy, Crime",,https://tubitv.com/movies/658803/the-wrecking-crew,True,healthy,3751,119
Earth vs. the Flying Saucers,movie,1956,1h 24m,TV-PG,Sci-Fi,,https://tubitv.com/movies/100005758/earth-vs-the-flying-saucers,True,healthy,76,52
Moby Dick,movie,1956,1h 56m,TV-PG,"Drama, Action, Adventure",,https://tubitv.com/movies/300453/moby-dick,True,healthy,451,153
Ivanhoe,movie,1952,1h 47m,TV-PG,"Adventure, Drama, Romance",,https://tubitv.com/movies/100021228/ivanhoe,True,healthy,112,106
Lilies of the Field,movie,1963,1h 35m,TV-PG,"Drama, Comedy",,https://tubitv.com/movies/305870/lilies-of-the-field,True,healthy,33,40
Stagecoach,movie,1939,1h 36m,TV-PG,"Western, Action",,https://tubitv.com/movies/499716/stagecoach,True,healthy,143,160
Oklahoma!,movie,1955,2h 21m,G,"Comedy, Drama, Romance, Musicals",,https://tubitv.com/movies/100016213/oklahoma,True,healthy,23,20
Mysterious Island,movie,1961,1h 41m,TV-14,"Adventure, Sci-Fi, Fantasy",,https://tubitv.com/movies/100004718/mysterious-island,True,healthy,161,161
Loving You,movie,1957,1h 42m,TV-PG,"Drama, Musicals, Romance",,https://tubitv.com/movies/100018120/loving-you,True,healthy,103,250
The 7th Voyage of Sinbad,movie,1958,1h 29m,TV-G,"Adventure, Action, Fantasy",,https://tubitv.com/movies/691744/the-7th-voyage-of-sinbad,True,healthy,798,56
Battleground,movie,1949,1h 59m,TV-14,"Drama, Action, War",,https://tubitv.com/movies/100055404/battleground,True,healthy,234,160
Autumn Leaves,movie,1956,1h 47m,TV-PG,"Drama, Mystery, Romance, Thriller",,https://tubitv.com/movies/100007587/autumn-leaves,True,healthy,63,87
Adam's Rib,movie,1949,1h 41m,TV-PG,"Comedy, Romance",,https://tubitv.com/movies/100021250/adam-s-rib,True,healthy,123,18
My Man Godfrey,movie,1936,1h 34m,TV-PG,"Comedy, Romance, Drama",,https://tubitv.com/movies/393552/my-man-godfrey,True,healthy,105,51
Stranger on Horseback,movie,1955,1h 6m,TV-14,"Western, Drama, Thriller",,https://tubitv.com/movies/100047512/stranger-on-horseback,True,healthy,34,6
The Born Losers,movie,1967,1h 54m,PG,"Action, Drama, Thriller",,https://tubitv.com/movies/100010893/the-born-losers,True,healthy,21,36
The Golden Voyage of Sinbad,movie,1974,1h 46m,G,"Adventure, Action, Fantasy",,https://tubitv.com/movies/674379/the-golden-voyage-of-sinbad,True,healthy,136,52
A Night to Remember,movie,1958,2h 4m,TV-PG,Drama,,https://tubitv.com/movies/100006408/a-night-to-remember,True,healthy,113,135
Stalag 17,movie,1953,2h 1m,TV-PG,"War, Comedy, Drama",,https://tubitv.com/movies/545196/stalag-17,True,healthy,220,69
Ocean's 11,movie,1960,2h 8m,TV-PG,"Comedy, Crime, Music",,https://tubitv.com/movies/100021230/ocean-s-11,True,healthy,263,138
White Lightning,movie,1973,1h 42m,PG,"Action, Crime, Drama",,https://tubitv.com/movies/302746/white-lightning,True,healthy,138,74
Alfred Hitchcock Presents,series,1932,,TV-14,"Mystery, Thriller, Drama, Crime",,https://tubitv.com/series/300000569/alfred-hitchcock-presents,True,healthy,121,111
Mr. Majestyk,movie,1974,1h 44m,PG,"Action, Crime",,https://tubitv.com/movies/312188/mr-majestyk,True,healthy,502,57
Carry on Camping,movie,1969,1h 29m,R,Comedy,,https://tubitv.com/movies/100004561/carry-on-camping,True,healthy,30,25
The Pink Panther,movie,1963,1h 56m,TV-14,"Comedy, Crime, Mystery",,https://tubitv.com/movies/689650/the-pink-panther,True,healthy,244,171
"Walk, Don't Run",movie,1966,1h 54m,TV-PG,"Comedy, Romance",,https://tubitv.com/movies/100007688/walk-don-t-run,True,healthy,24,9
Dodge City,movie,1939,1h 44m,TV-PG,Western,,https://tubitv.com/movies/100021235/dodge-city,True,healthy,450,80
The Unsinkable Molly Brown,movie,1964,2h 9m,TV-PG,"Comedy, Musicals, Romance, Western",,https://tubitv.com/movies/100028550/the-unsinkable-molly-brown,True,healthy,13,18
The Adventures of Ozzie and Harriet,series,1966,,TV-G,"Kids & Family, Comedy",,https://tubitv.com/series/300009663/the-adventures-of-ozzie-and-harriet,True,healthy,22,14
Metropolis,movie,1927,2h 24m,TV-PG,"Drama, Sci-Fi",,https://tubitv.com/movies/666318/metropolis,True,healthy,320,158
Dead Ringer,movie,1963,1h 56m,TV-PG,"Thriller, Crime",,https://tubitv.com/movies/100028548/dead-ringer,True,healthy,249,102
Only the Valiant,movie,1951,1h 45m,TV-PG,Western,,https://tubitv.com/movies/100053418/only-the-valiant,True,healthy,95,22
The Producers,movie,1967,1h 29m,TV-PG,Comedy,,https://tubitv.com/movies/100006508/the-producers,True,healthy,115,128
Bataan,movie,1943,1h 55m,TV-14,"War, Drama",,https://tubitv.com/movies/100055428/bataan,True,healthy,45,58
No Time for Sergeants,movie,1958,1h 59m,TV-PG,"Comedy, War",,https://tubitv.com/movies/100028506/no-time-for-sergeants,True,healthy,10,10
Midnight Cowboy,movie,1969,1h 54m,R,Drama,,https://tubitv.com/movies/312187/midnight-cowboy,True,healthy,169,93
Green Acres,series,1971,,TV-G,Comedy,,https://tubitv.com/series/3202/green-acres,True,healthy,108,67
Popeye and Friends (Vol. 1),movie,1937,1h 6m,TV-G,"Kids & Family, Animation, Comedy",,https://tubitv.com/movies/490046/popeye-and-friends-vol-1,True,low_seed,0,1
The Texan,series,1960,,TV-PG,Western,,https://tubitv.com/series/300009448/the-texan,True,healthy,120,100
Batman,movie,1943,3h 36m,TV-PG,"Action, Adventure, Crime, Fantasy",,https://tubitv.com/movies/636895/batman,True,healthy,238,281
On the Beach,movie,1959,2h 15m,TV-PG,"Sci-Fi, Drama, Romance",,https://tubitv.com/movies/100043745/on-the-beach,True,healthy,280,169
Woody Woodpecker,movie,1957,1h 31m,TV-G,"Animation, Comedy, Kids & Family",,https://tubitv.com/movies/484421/woody-woodpecker,True,healthy,675,114
